法院名稱,登記案號,登記號數,案由,法人名稱,登記日期,類別,設立登記撤銷,設立登記註銷,明細,檔案位置,ID,法院代碼
臺灣橋頭地方法院,106法登他146,163,變更登記,財團法人台灣時報社會服務基金會,106/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLxAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000146&ef=CTD&fg=1,output/details/CTD/106/000146/AAAdkxAAHAAAMLxAAA.json,AAAdkxAAHAAAMLxAAA,CTD
臺灣橋頭地方法院,106法登他147,164,變更登記,財團法人陳肇隆肝臟移植基金會,106/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLxAAB&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000147&ef=CTD&fg=1,output/details/CTD/106/000147/AAAdkxAAHAAAMLxAAB.json,AAAdkxAAHAAAMLxAAB,CTD
臺灣橋頭地方法院,106法登他148,165,變更登記,財團法人曹公農業水利研究發展基金會,106/11/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLxAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000148&ef=CTD&fg=1,output/details/CTD/106/000148/AAAdkxAAHAAAMLxAAC.json,AAAdkxAAHAAAMLxAAC,CTD
臺灣橋頭地方法院,106法登他123,145,變更登記,財團法人後勁社會福利基金會,106/09/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLhAAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000123&ef=CTD&fg=1,output/details/CTD/106/000123/AAAdkxAAHAAAMLhAAK.json,AAAdkxAAHAAAMLhAAK,CTD
臺灣橋頭地方法院,106法登他148,165,變更登記,財團法人曹公農業水利研究發展基金會,106/11/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKcAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000148&ef=CTD&fg=1,output/details/CTD/106/000148/AAAdkxAAHAAAMKcAAH.json,AAAdkxAAHAAAMKcAAH,CTD
臺灣橋頭地方法院,106法登他120,141,變更登記,財團法人高雄市私立慈聯社會福利基金會,106/09/08,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKcAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000120&ef=CTD&fg=1,output/details/CTD/106/000120/AAAdkxAAHAAAMKcAAG.json,AAAdkxAAHAAAMKcAAG,CTD
臺灣橋頭地方法院,106法登他145,141,變更登記,財團法人高雄市私立慈聯社會福利基金會,106/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKCAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000145&ef=CTD&fg=1,output/details/CTD/106/000145/AAAdkxAAHAAAMKCAAH.json,AAAdkxAAHAAAMKCAAH,CTD
臺灣橋頭地方法院,106法登他138,154,變更登記,財團法人高雄銀行社會福利慈善基金會,106/10/23,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKCAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000138&ef=CTD&fg=1,output/details/CTD/106/000138/AAAdkxAAHAAAMKCAAG.json,AAAdkxAAHAAAMKCAAG,CTD
臺灣橋頭地方法院,106法登他146,163,變更登記,財團法人台灣時報社會服務基金會,106/11/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLFAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000146&ef=CTD&fg=1,output/details/CTD/106/000146/AAAdkxAAHAAAMLFAAE.json,AAAdkxAAHAAAMLFAAE,CTD
臺灣橋頭地方法院,106法登社24,167,設立登記,社團法人台灣基督徒關懷協會,106/11/28,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLFAAD&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000024&ef=CTD&fg=1,output/details/CTD/106/000024/AAAdkxAAHAAAMLFAAD.json,AAAdkxAAHAAAMLFAAD,CTD
臺灣橋頭地方法院,106法登財3,166,設立登記,財團法人高雄市基督教高榮教會,106/11/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLFAAC&bc=106&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000003&ef=CTD&fg=1,output/details/CTD/106/000003/AAAdkxAAHAAAMLFAAC.json,AAAdkxAAHAAAMLFAAC,CTD
臺灣橋頭地方法院,106法登他149,168,變更登記,社團法人高雄市梓官區王梓宗祠宗親會,106/11/29,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML5AAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000149&ef=CTD&fg=1,output/details/CTD/106/000149/AAAdkxAAHAAAML5AAH.json,AAAdkxAAHAAAML5AAH,CTD
臺灣橋頭地方法院,106法登他150,169,變更登記,財團法人日月之光慈善事業基金會,106/11/29,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML5AAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000150&ef=CTD&fg=1,output/details/CTD/106/000150/AAAdkxAAHAAAML5AAI.json,AAAdkxAAHAAAML5AAI,CTD
臺灣橋頭地方法院,106法登他151,170,變更登記,社團法人高雄市劦助慈善會,106/12/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML6AAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000151&ef=CTD&fg=1,output/details/CTD/106/000151/AAAdkxAAHAAAML6AAC.json,AAAdkxAAHAAAML6AAC,CTD
臺灣橋頭地方法院,106法登他151,170,變更登記,社團法人高雄市劦助慈善會,106/12/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML6AAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000151&ef=CTD&fg=1,output/details/CTD/106/000151/AAAdkxAAHAAAML6AAC.json,AAAdkxAAHAAAML6AAC,CTD
臺灣橋頭地方法院,106法登社24,167,設立登記,社團法人高雄市基督徒關懷協會,106/11/28,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML6AAH&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000024&ef=CTD&fg=1,output/details/CTD/106/000024/AAAdkxAAHAAAML6AAH.json,AAAdkxAAHAAAML6AAH,CTD
臺灣橋頭地方法院,106法登他145,141,變更登記,財團法人高雄市私立慈聯社會福利基金會,106/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKyAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000145&ef=CTD&fg=1,output/details/CTD/106/000145/AAAdkxAAHAAAMKyAAF.json,AAAdkxAAHAAAMKyAAF,CTD
臺灣橋頭地方法院,106法登他151,170,變更登記,社團法人高雄市劦助慈善會,106/12/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMILAAL&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000151&ef=CTD&fg=1,output/details/CTD/106/000151/AAAdkxAAHAAAMILAAL.json,AAAdkxAAHAAAMILAAL,CTD
臺灣橋頭地方法院,106法登他151,170,變更登記,社團法人高雄市劦助慈善會,106/12/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMILAAL&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000151&ef=CTD&fg=1,output/details/CTD/106/000151/AAAdkxAAHAAAMILAAL.json,AAAdkxAAHAAAMILAAL,CTD
臺灣橋頭地方法院,106法登社22,158,設立登記,社團法人高雄市岡山區玉聖殿合修會,106/11/09,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMIMAAA&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000022&ef=CTD&fg=1,output/details/CTD/106/000022/AAAdkxAAHAAAMIMAAA.json,AAAdkxAAHAAAMIMAAA,CTD
臺灣橋頭地方法院,106法登他151,170,變更登記,社團法人高雄市劦助慈善會,106/12/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLyAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000151&ef=CTD&fg=1,output/details/CTD/106/000151/AAAdkxAAHAAAMLyAAA.json,AAAdkxAAHAAAMLyAAA,CTD
臺灣橋頭地方法院,106法登他151,170,變更登記,社團法人高雄市劦助慈善會,106/12/01,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLyAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000151&ef=CTD&fg=1,output/details/CTD/106/000151/AAAdkxAAHAAAMLyAAA.json,AAAdkxAAHAAAMLyAAA,CTD
臺灣橋頭地方法院,106法登他152,171,變更登記,財團法人高雄市私立萃文書院社會福利慈善事業基金會,106/12/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKDAAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000152&ef=CTD&fg=1,output/details/CTD/106/000152/AAAdkxAAHAAAMKDAAK.json,AAAdkxAAHAAAMKDAAK,CTD
臺灣橋頭地方法院,106法登他153,1,變更登記,財團法人高雄市華仁社會福利慈善事業基金會,106/12/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKTAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000153&ef=CTD&fg=1,output/details/CTD/106/000153/AAAdkxAAHAAAMKTAAI.json,AAAdkxAAHAAAMKTAAI,CTD
臺灣橋頭地方法院,106法登他148,165,變更登記,財團法人曹公農業水利研究發展基金會,106/11/22,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMITAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000148&ef=CTD&fg=1,output/details/CTD/106/000148/AAAdkxAAHAAAMITAAD.json,AAAdkxAAHAAAMITAAD,CTD
臺灣橋頭地方法院,106法登他154,172,變更登記,財團法人高雄市崇恩社會福利慈善事業基金會,106/12/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML9AAJ&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000154&ef=CTD&fg=1,output/details/CTD/106/000154/AAAdkxAAHAAAML9AAJ.json,AAAdkxAAHAAAML9AAJ,CTD
臺灣橋頭地方法院,106法登他155,173,變更登記,社團法人高雄市博愛馨關懷慈善會,106/12/18,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML9AAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000155&ef=CTD&fg=1,output/details/CTD/106/000155/AAAdkxAAHAAAML9AAK.json,AAAdkxAAHAAAML9AAK,CTD
臺灣橋頭地方法院,106法登他145,141,變更登記,財團法人高雄市慈聯社會福利基金會,106/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML9AAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000145&ef=CTD&fg=1,output/details/CTD/106/000145/AAAdkxAAHAAAML9AAI.json,AAAdkxAAHAAAML9AAI,CTD
臺灣橋頭地方法院,106法登他156,174,變更登記,社團法人高雄市原生植物園創價協會,106/12/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLTAAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000156&ef=CTD&fg=1,output/details/CTD/106/000156/AAAdkxAAHAAAMLTAAA.json,AAAdkxAAHAAAMLTAAA,CTD
臺灣橋頭地方法院,106法登他156,174,變更登記,社團法人高雄市原生植物園創價協會,106/12/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMKmAAD&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000156&ef=CTD&fg=1,output/details/CTD/106/000156/AAAdkxAAHAAAMKmAAD.json,AAAdkxAAHAAAMKmAAD,CTD
臺灣橋頭地方法院,106法登他153,1,變更登記,財團法人高雄市華仁社會福利慈善事業基金會,106/12/11,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLzAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000153&ef=CTD&fg=1,output/details/CTD/106/000153/AAAdkxAAHAAAMLzAAI.json,AAAdkxAAHAAAMLzAAI,CTD
臺灣橋頭地方法院,106法登他156,175,變更登記,社團法人高雄市原生植物園創價協會,106/12/22,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLzAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000156&ef=CTD&fg=1,output/details/CTD/106/000156/AAAdkxAAHAAAMLzAAF.json,AAAdkxAAHAAAMLzAAF,CTD
臺灣橋頭地方法院,106法登他157,59,變更登記,財團法人高雄市私立濟眾老人養護中心,106/12/25,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMI8AAK&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000157&ef=CTD&fg=1,output/details/CTD/106/000157/AAAdkxAAHAAAMI8AAK.json,AAAdkxAAHAAAMI8AAK,CTD
臺灣橋頭地方法院,106法登財4,174,設立登記,財團法人基督教基督豐收教會,106/12/20,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLzAAJ&bc=106&cd=%AA%6B%B5%6E%B0%5D++++++++++++++&de=000004&ef=CTD&fg=1,output/details/CTD/106/000004/AAAdkxAAHAAAMLzAAJ.json,AAAdkxAAHAAAMLzAAJ,CTD
臺灣橋頭地方法院,106法登他158,99,變更登記,財團法人高雄市左營基督教會國語禮拜堂,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLmAAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000158&ef=CTD&fg=1,output/details/CTD/106/000158/AAAdkxAAHAAAMLmAAG.json,AAAdkxAAHAAAMLmAAG,CTD
臺灣橋頭地方法院,106法登他159,25,變更登記,社團法人高雄市長期照顧專業協會,106/12/27,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLmAAH&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000159&ef=CTD&fg=1,output/details/CTD/106/000159/AAAdkxAAHAAAMLmAAH.json,AAAdkxAAHAAAMLmAAH,CTD
臺灣橋頭地方法院,106法登他160,84,變更登記,財團法人國立旗山高級農工職業學校文教基金會,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML2AAB&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000160&ef=CTD&fg=1,output/details/CTD/106/000160/AAAdkxAAHAAAML2AAB.json,AAAdkxAAHAAAML2AAB,CTD
臺灣橋頭地方法院,106法登他161,24,變更登記,財團法人高雄市私立寶光建德社會福利慈善事業基金會,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLmAAI&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000161&ef=CTD&fg=1,output/details/CTD/106/000161/AAAdkxAAHAAAMLmAAI.json,AAAdkxAAHAAAMLmAAI,CTD
臺灣橋頭地方法院,106法登他162,54,變更登記,社團法人台灣身心機能活化運動協會,106/12/27,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML2AAA&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000162&ef=CTD&fg=1,output/details/CTD/106/000162/AAAdkxAAHAAAML2AAA.json,AAAdkxAAHAAAML2AAA,CTD
臺灣橋頭地方法院,106法登他163,18,變更登記,正修學校財團法人,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML2AAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000163&ef=CTD&fg=1,output/details/CTD/106/000163/AAAdkxAAHAAAML2AAC.json,AAAdkxAAHAAAML2AAC,CTD
臺灣橋頭地方法院,106法登他164,177,變更登記,財團法人岡山佛教堂,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLmAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000164&ef=CTD&fg=1,output/details/CTD/106/000164/AAAdkxAAHAAAMLmAAF.json,AAAdkxAAHAAAMLmAAF,CTD
臺灣橋頭地方法院,106法登社25,176,設立登記,社團法人高雄市飛客基督教協會,106/12/27,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMLmAAE&bc=106&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000025&ef=CTD&fg=1,output/details/CTD/106/000025/AAAdkxAAHAAAMLmAAE.json,AAAdkxAAHAAAMLmAAE,CTD
臺灣橋頭地方法院,106法登他165,178,變更登記,社團法人高雄市心橋勵友協會,106/12/28,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMIXAAE&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000165&ef=CTD&fg=1,output/details/CTD/106/000165/AAAdkxAAHAAAMIXAAE.json,AAAdkxAAHAAAMIXAAE,CTD
臺灣橋頭地方法院,106法登他163,18,變更登記,正修學校財團法人,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMeAAF&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000163&ef=CTD&fg=1,output/details/CTD/106/000163/AAAdkxAAHAAAMMeAAF.json,AAAdkxAAHAAAMMeAAF,CTD
臺灣橋頭地方法院,107法登他1,69,變更登記,財團法人高雄美國學校,107/01/03,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMsAAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000001&ef=CTD&fg=1,output/details/CTD/107/000001/AAAdkxAAHAAAMMsAAE.json,AAAdkxAAHAAAMMsAAE,CTD
臺灣橋頭地方法院,107法登他2,179,變更登記,財團法人佛光山慈悲社會福利基金會,107/01/09,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMNdAAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000002&ef=CTD&fg=1,output/details/CTD/107/000002/AAAdkxAAHAAAMNdAAD.json,AAAdkxAAHAAAMNdAAD,CTD
臺灣橋頭地方法院,106法登他145,141,變更登記,財團法人高雄市慈聯社會福利基金會,106/11/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAML9AAG&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000145&ef=CTD&fg=1,output/details/CTD/106/000145/AAAdkxAAHAAAML9AAG.json,AAAdkxAAHAAAML9AAG,CTD
臺灣橋頭地方法院,107法登他3,103,變更登記,財團法人實踐家政教育文化基金會,107/01/12,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMNKAAF&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000003&ef=CTD&fg=1,output/details/CTD/107/000003/AAAdkxAAHAAAMNKAAF.json,AAAdkxAAHAAAMNKAAF,CTD
臺灣橋頭地方法院,107法登他4,72,變更登記,財團法人高雄市私立慈德育幼院,107/01/15,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMNLAAB&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000004&ef=CTD&fg=1,output/details/CTD/107/000004/AAAdkxAAHAAAMNLAAB.json,AAAdkxAAHAAAMNLAAB,CTD
臺灣橋頭地方法院,106法登他163,18,變更登記,正修學校財團法人,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMNLAAC&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000163&ef=CTD&fg=1,output/details/CTD/106/000163/AAAdkxAAHAAAMNLAAC.json,AAAdkxAAHAAAMNLAAC,CTD
臺灣橋頭地方法院,107法登他5,180,變更登記,財團法人新世紀教育基金會,107/01/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMM5AAA&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000005&ef=CTD&fg=1,output/details/CTD/107/000005/AAAdkxAAHAAAMM5AAA.json,AAAdkxAAHAAAMM5AAA,CTD
臺灣橋頭地方法院,107法登他6,181,變更登記,社團法人台灣手語雙福關懷協會,107/01/17,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMN9AAK&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000006&ef=CTD&fg=1,output/details/CTD/107/000006/AAAdkxAAHAAAMN9AAK.json,AAAdkxAAHAAAMN9AAK,CTD
臺灣橋頭地方法院,107法登社1,182,設立登記,社團法人鈺祺學術交流協會,107/01/19,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMN9AAL&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000001&ef=CTD&fg=1,output/details/CTD/107/000001/AAAdkxAAHAAAMN9AAL.json,AAAdkxAAHAAAMN9AAL,CTD
臺灣橋頭地方法院,106法登他164,177,變更登記,財團法人岡山佛教堂,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMNrAAL&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000164&ef=CTD&fg=1,output/details/CTD/106/000164/AAAdkxAAHAAAMNrAAL.json,AAAdkxAAHAAAMNrAAL,CTD
臺灣橋頭地方法院,107法登社2,183,設立登記,社團法人高雄市親愛的關懷協會,107/01/24,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMmAAE&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000002&ef=CTD&fg=1,output/details/CTD/107/000002/AAAdkxAAHAAAMMmAAE.json,AAAdkxAAHAAAMMmAAE,CTD
臺灣橋頭地方法院,106法登他161,24,變更登記,財團法人高雄市私立寶光建德社會福利慈善事業基金會,106/12/27,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMFgAAM&bc=106&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000161&ef=CTD&fg=1,output/details/CTD/106/000161/AAAdkxAAHAAAMFgAAM.json,AAAdkxAAHAAAMFgAAM,CTD
臺灣橋頭地方法院,107法登他5,180,變更登記,財團法人新世紀教育基金會,107/01/17,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMEpAAJ&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000005&ef=CTD&fg=1,output/details/CTD/107/000005/AAAdkxAAHAAAMEpAAJ.json,AAAdkxAAHAAAMEpAAJ,CTD
臺灣橋頭地方法院,107法登他8,28,變更登記,義大醫療財團法人,107/02/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMxAAE&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000008&ef=CTD&fg=1,output/details/CTD/107/000008/AAAdkxAAHAAAMMxAAE.json,AAAdkxAAHAAAMMxAAE,CTD
臺灣橋頭地方法院,107法登他9,185,變更登記,財團法人天使心家族社會福利基金會,107/02/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMxAAB&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000009&ef=CTD&fg=1,output/details/CTD/107/000009/AAAdkxAAHAAAMMxAAB.json,AAAdkxAAHAAAMMxAAB,CTD
臺灣橋頭地方法院,107法登他10,166,變更登記,財團法人高雄市基督教高榮教會,107/02/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMxAAC&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000010&ef=CTD&fg=1,output/details/CTD/107/000010/AAAdkxAAHAAAMMxAAC.json,AAAdkxAAHAAAMMxAAC,CTD
臺灣橋頭地方法院,107法登他11,86,變更登記,佛光山學校財團法人,107/02/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMxAAD&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000011&ef=CTD&fg=1,output/details/CTD/107/000011/AAAdkxAAHAAAMMxAAD.json,AAAdkxAAHAAAMMxAAD,CTD
臺灣橋頭地方法院,107法登他12,114,變更登記,財團法人高雄市私立淨覺社會福利基金會,107/02/02,財團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMMxAAA&bc=107&cd=%AA%6B%B5%6E%A5%4C++++++++++++++&de=000012&ef=CTD&fg=1,output/details/CTD/107/000012/AAAdkxAAHAAAMMxAAA.json,AAAdkxAAHAAAMMxAAA,CTD
臺灣橋頭地方法院,107法登社3,186,設立登記,社團法人高雄市基督教提摩太全人關懷協會,107/02/02,社團,,,http://cdcb.judicial.gov.tw/abbs/wkw/WHD6K05.jsp?ab=AAAdkxAAHAAAMOaAAD&bc=107&cd=%AA%6B%B5%6E%AA%C0++++++++++++++&de=000003&ef=CTD&fg=1,output/details/CTD/107/000003/AAAdkxAAHAAAMOaAAD.json,AAAdkxAAHAAAMOaAAD,CTD
